ID,MSSUBCLASS,MSZONING,LOTFRONTAGE,LOTAREA,STREET,ALLEY,LOTSHAPE,LANDCONTOUR,UTILITIES,LOTCONFIG,LANDSLOPE,NEIGHBORHOOD,CONDITION1,CONDITION2,BLDGTYPE,HOUSESTYLE,OVERALLQUAL,OVERALLCOND,YEARBUILT,YEARREMODADD,ROOFSTYLE,ROOFMATL,EXTERIOR1ST,EXTERIOR2ND,MASVNRTYPE,MASVNRAREA,EXTERQUAL,EXTERCOND,FOUNDATION,BSMTQUAL,BSMTCOND,BSMTEXPOSURE,BSMTFINTYPE1,BSMTFINSF1,BSMTFINTYPE2,BSMTFINSF2,BSMTUNFSF,TOTALBSMTSF,HEATING,HEATINGQC,CENTRALAIR,ELECTRICAL,1STFLRSF,2NDFLRSF,LOWQUALFINSF,GRLIVAREA,BSMTFULLBATH,BSMTHALFBATH,FULLBATH,HALFBATH,BEDROOMABVGR,KITCHENABVGR,KITCHENQUAL,TOTRMSABVGRD,FUNCTIONAL,FIREPLACES,FIREPLACEQU,GARAGETYPE,GARAGEFINISH,GARAGECARS,GARAGEAREA,GARAGEQUAL,GARAGECOND,PAVEDDRIVE,WOODDECKSF,OPENPORCHSF,ENCLOSEDPORCH,3SSNPORCH,SCREENPORCH,FENCE,MISCFEATURE,MISCVAL,MOSOLD,YRSOLD,SALETYPE,SALECONDITION,SALEPRICE,HASGARAGE,HASPOOL
359,80,RL,92.0,6930.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,CLEARCR,NORM,NORM,1FAM,SLVL,5,4,1958,1958,HIP,COMPSHG,WD SDNG,IMSTUCC,BRKFACE,120.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,300.0,TA,294.0,468.0,1062.0,GASA,EX,Y,FUSEF,1352.0,0.0,0.0,1352.0,0,1,1,0,3,1,GD,6,MIN2,0,NA,BUILTIN,BUILTIN,1,288.0,BUILTIN,BUILTIN,Y,168.0,0.0,294.0,0.0,0.0,NA,NA,0,7,2006,WD,ABNORML,130000,True,False
360,60,RL,78.0,12011.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,NORIDGE,NORM,NORM,1FAM,2STORY,8,5,1998,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,530.0,GD,TA,PCONC,GD,TA,GD,GLQ,956.0,TA,0.0,130.0,1086.0,GASA,EX,Y,SBRKR,1086.0,838.0,0.0,1924.0,1,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,ATTCHD,2,592.0,ATTCHD,ATTCHD,Y,208.0,75.0,0.0,0.0,374.0,NA,NA,0,6,2006,WD,NORMAL,280000,True,False
361,85,RL,0.0,7540.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,MITCHEL,NORM,NORM,1FAM,SFOYER,6,6,1978,1978,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,773.0,TA,0.0,115.0,888.0,GASA,EX,Y,SBRKR,912.0,0.0,0.0,912.0,1,0,1,0,2,1,TA,5,TYP,1,TA,ATTCHD,ATTCHD,2,470.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,192.0,NA,NA,0,6,2007,WD,NORMAL,156000,True,False
362,50,RL,0.0,9144.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,5,5,1940,1982,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,REC,399.0,TA,0.0,484.0,883.0,GASA,GD,Y,SBRKR,988.0,517.0,0.0,1505.0,1,0,1,0,3,1,TA,8,TYP,0,NA,DETCHD,DETCHD,1,240.0,DETCHD,DETCHD,N,0.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,145000,True,False
363,85,RL,64.0,7301.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,1FAM,SFOYER,7,5,2003,2003,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,500.0,GD,TA,SLAB,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GASA,EX,Y,SBRKR,495.0,1427.0,0.0,1922.0,0,0,3,0,4,1,GD,7,TYP,1,EX,BUILTIN,BUILTIN,2,672.0,BUILTIN,BUILTIN,Y,0.0,0.0,177.0,0.0,0.0,NA,NA,0,7,2009,CONLD,NORMAL,198500,True,False
364,160,RM,21.0,1680.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHS,2STORY,6,8,1972,2007,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,510.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,162.0,TA,0.0,321.0,483.0,GASA,GD,Y,SBRKR,483.0,504.0,0.0,987.0,0,0,1,1,2,1,GD,5,TYP,0,NA,DETCHD,DETCHD,1,264.0,DETCHD,DETCHD,Y,250.0,0.0,0.0,0.0,0.0,NA,NA,0,5,2009,WD,NORMAL,118000,True,False
365,60,RL,0.0,18800.0,PAVE,NA,IR1,LVL,ALLPUB,FR2,GTL,NWAMES,NORM,NORM,1FAM,2STORY,6,5,1976,1976,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,120.0,TA,TA,PCONC,GD,TA,GD,GLQ,712.0,TA,0.0,84.0,796.0,GASA,TA,Y,SBRKR,790.0,784.0,0.0,1574.0,1,0,2,1,3,1,TA,6,TYP,1,TA,ATTCHD,ATTCHD,2,566.0,ATTCHD,ATTCHD,Y,306.0,111.0,0.0,0.0,0.0,NA,NA,0,7,2006,WD,NORMAL,190000,True,False
366,70,RM,59.0,10690.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,IDOTRR,NORM,NORM,1FAM,2STORY,5,7,1920,1997,HIP,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,GD,CBLOCK,TA,FA,TA,REC,456.0,FA,0.0,216.0,672.0,GASA,GD,Y,FUSEA,672.0,672.0,0.0,1344.0,0,0,1,0,3,1,TA,6,TYP,0,NA,DETCHD,DETCHD,1,468.0,DETCHD,DETCHD,Y,0.0,128.0,218.0,0.0,0.0,NA,NA,0,7,2009,WD,NORMAL,147000,True,False
367,20,RL,0.0,9500.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1963,1963,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,247.0,TA,TA,CBLOCK,GD,TA,GD,BLQ,609.0,TA,0.0,785.0,1394.0,GASA,GD,Y,SBRKR,1394.0,0.0,0.0,1394.0,1,0,1,1,3,1,TA,6,TYP,2,GD,ATTCHD,ATTCHD,2,514.0,ATTCHD,ATTCHD,Y,0.0,76.0,0.0,0.0,185.0,NA,NA,0,7,2009,WD,NORMAL,159000,True,False
368,80,RL,101.0,9150.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,SLVL,6,5,1962,1962,GABLE,TAR&GRV,PLYWOOD,PLYWOOD,BRKFACE,305.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,371.0,TA,0.0,728.0,1099.0,GASA,GD,Y,SBRKR,1431.0,0.0,0.0,1431.0,0,1,1,0,3,1,TA,6,TYP,1,GD,BASMENT,BASMENT,1,296.0,BASMENT,BASMENT,Y,64.0,110.0,0.0,0.0,0.0,NA,NA,0,12,2008,WD,NORMAL,165000,True,False
369,20,RL,78.0,7800.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1954,1954,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,200.0,TA,TA,PCONC,TA,TA,TA,LWQ,540.0,TA,0.0,728.0,1268.0,GASA,GD,Y,SBRKR,1268.0,0.0,0.0,1268.0,0,0,1,0,2,1,TA,7,TYP,1,GD,ATTCHD,ATTCHD,1,244.0,ATTCHD,ATTCHD,Y,0.0,98.0,0.0,0.0,0.0,NA,NA,0,3,2010,WD,NORMAL,132000,True,False
370,20,RL,0.0,9830.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1959,2006,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,GD,CBLOCK,TA,TA,TA,ALQ,72.0,TA,258.0,733.0,1063.0,GASA,EX,Y,SBRKR,1287.0,0.0,0.0,1287.0,1,0,1,0,3,1,GD,7,TYP,1,GD,DETCHD,DETCHD,2,576.0,DETCHD,DETCHD,Y,364.0,17.0,0.0,0.0,182.0,NA,NA,0,3,2010,WD,NORMAL,162000,True,False
371,60,RL,0.0,8121.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,2000,2000,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,953.0,953.0,GASA,EX,Y,SBRKR,953.0,711.0,0.0,1664.0,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,460.0,ATTCHD,ATTCHD,Y,100.0,40.0,0.0,0.0,0.0,NA,NA,0,1,2006,WD,NORMAL,172400,True,False
372,50,RL,80.0,17120.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,CLEARCR,FEEDR,NORM,1FAM,1.5FIN,4,4,1959,1959,GABLE,COMPSHG,WDSHING,PLYWOOD,None,0.0,TA,TA,CBLOCK,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GASA,TA,Y,SBRKR,1120.0,468.0,0.0,1588.0,0,0,2,0,4,1,TA,7,MIN2,1,GD,DETCHD,DETCHD,2,680.0,DETCHD,DETCHD,N,0.0,59.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,134432,True,False
373,120,RL,50.0,7175.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,TWNHSE,1STORY,6,5,1984,1984,GABLE,COMPSHG,PLYWOOD,PLYWOOD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,ALQ,623.0,TA,121.0,0.0,744.0,GASA,TA,Y,SBRKR,752.0,0.0,0.0,752.0,1,0,1,0,2,1,TA,4,TYP,0,NA,ATTCHD,ATTCHD,1,264.0,ATTCHD,ATTCHD,Y,353.0,0.0,0.0,0.0,90.0,NA,NA,0,2,2010,WD,NORMAL,125000,True,False
374,20,RL,79.0,10634.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1953,1953,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,PCONC,TA,TA,TA,BLQ,428.0,TA,180.0,0.0,608.0,GASA,TA,Y,SBRKR,1319.0,0.0,0.0,1319.0,1,0,1,0,3,1,TA,5,MIN2,0,NA,ATTCHD,ATTCHD,1,270.0,ATTCHD,ATTCHD,Y,66.0,0.0,0.0,0.0,0.0,NA,NA,0,11,2009,WD,NORMAL,123000,True,False
375,60,RL,65.0,8200.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2003,2004,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,847.0,847.0,GASA,EX,Y,SBRKR,847.0,1081.0,0.0,1928.0,0,0,2,1,4,1,GD,8,TYP,1,GD,BUILTIN,BUILTIN,2,434.0,BUILTIN,BUILTIN,Y,100.0,48.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,219500,True,False
376,30,RL,0.0,10020.0,PAVE,NA,IR1,LOW,ALLPUB,INSIDE,SEV,EDWARDS,NORM,NORM,1FAM,1STORY,1,1,1922,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,FA,FA,BRKTIL,FA,PO,FA,BLQ,350.0,PO,0.0,333.0,683.0,GASA,GD,N,FUSEA,904.0,0.0,0.0,904.0,1,0,0,1,1,1,FA,4,MAJ1,0,NA,NA,NA,0,0.0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,3,2009,WD,NORMAL,61000,False,False
377,85,RL,57.0,8846.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,SFOYER,5,5,1996,1996,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,GLQ,298.0,TA,0.0,572.0,870.0,GASA,EX,Y,SBRKR,914.0,0.0,0.0,914.0,0,0,1,0,2,1,TA,5,TYP,0,NA,DETCHD,DETCHD,2,576.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2006,WD,NORMAL,148000,True,False
378,60,FV,102.0,11143.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,SOMERST,NORM,NORM,1FAM,2STORY,8,5,2004,2005,GABLE,COMPSHG,CEMNTBD,CMENTBD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,1580.0,1580.0,GASA,EX,Y,SBRKR,1580.0,886.0,0.0,2466.0,0,0,3,0,4,1,GD,8,TYP,1,GD,ATTCHD,ATTCHD,2,610.0,ATTCHD,ATTCHD,Y,159.0,214.0,0.0,0.0,0.0,NA,NA,0,12,2007,WD,NORMAL,340000,True,False
379,20,RL,88.0,11394.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,STONEBR,NORM,NORM,1FAM,1STORY,9,2,2010,2010,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,350.0,GD,TA,PCONC,EX,TA,EX,GLQ,1445.0,TA,0.0,411.0,1856.0,GASA,EX,Y,SBRKR,1856.0,0.0,0.0,1856.0,1,0,1,1,1,1,EX,8,TYP,1,EX,ATTCHD,ATTCHD,3,834.0,ATTCHD,ATTCHD,Y,113.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2010,NEW,PARTIAL,394432,True,False
380,60,RL,60.0,8123.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,RRAN,NORM,1FAM,2STORY,6,5,2000,2000,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,16.0,TA,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,982.0,982.0,GASA,EX,Y,SBRKR,1007.0,793.0,0.0,1800.0,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,463.0,ATTCHD,ATTCHD,Y,100.0,63.0,0.0,0.0,0.0,NA,NA,0,6,2009,WD,NORMAL,179000,True,False
381,50,RL,50.0,5000.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SWISU,NORM,NORM,1FAM,1.5FIN,5,6,1924,1950,GABLE,COMPSHG,BRKFACE,WD SDNG,None,0.0,TA,TA,BRKTIL,TA,TA,TA,LWQ,218.0,TA,0.0,808.0,1026.0,GASA,TA,Y,SBRKR,1026.0,665.0,0.0,1691.0,0,0,2,0,3,1,GD,6,TYP,1,GD,DETCHD,DETCHD,1,308.0,DETCHD,DETCHD,Y,0.0,0.0,242.0,0.0,0.0,NA,NA,0,5,2010,WD,NORMAL,127000,True,False
382,20,FV,60.0,7200.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,7,5,2006,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,GD,GD,UNF,0.0,GD,0.0,1293.0,1293.0,GASA,EX,Y,SBRKR,1301.0,0.0,0.0,1301.0,1,0,2,0,2,1,GD,5,TYP,1,GD,ATTCHD,ATTCHD,2,572.0,ATTCHD,ATTCHD,Y,216.0,121.0,0.0,0.0,0.0,NA,NA,0,8,2006,NEW,PARTIAL,187750,True,False
383,60,RL,79.0,9245.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2006,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,939.0,939.0,GASA,EX,Y,SBRKR,939.0,858.0,0.0,1797.0,0,0,2,1,3,1,GD,8,TYP,0,NA,ATTCHD,ATTCHD,2,639.0,ATTCHD,ATTCHD,Y,144.0,53.0,0.0,0.0,0.0,NA,NA,0,4,2007,WD,NORMAL,213500,True,False
384,45,RH,60.0,9000.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,SAWYERW,NORM,NORM,1FAM,1.5UNF,6,3,1928,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,BRKTIL,FA,FA,FA,UNF,0.0,FA,0.0,784.0,784.0,GASA,TA,N,FUSEA,784.0,0.0,0.0,784.0,0,0,1,0,2,1,TA,5,TYP,0,NA,DETCHD,DETCHD,2,360.0,DETCHD,DETCHD,N,0.0,0.0,91.0,0.0,0.0,NA,NA,0,10,2009,WD,NORMAL,76000,True,False
385,60,RL,0.0,53107.0,PAVE,NA,IR2,LOW,ALLPUB,CORNER,MOD,CLEARCR,FEEDR,NORM,1FAM,2STORY,6,5,1992,1992,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,GD,TA,PCONC,GD,TA,GD,GLQ,985.0,TA,0.0,595.0,1580.0,GASA,EX,Y,SBRKR,1079.0,874.0,0.0,1953.0,1,0,2,1,3,1,GD,9,TYP,2,FA,ATTCHD,ATTCHD,2,501.0,ATTCHD,ATTCHD,Y,216.0,231.0,0.0,0.0,0.0,NA,NA,0,6,2007,WD,NORMAL,240000,True,False
386,120,RL,43.0,3182.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BLMNGTN,NORM,NORM,TWNHSE,1STORY,8,5,2004,2005,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,16.0,GD,TA,PCONC,GD,TA,GD,GLQ,24.0,TA,0.0,1232.0,1256.0,GASA,EX,Y,SBRKR,1269.0,0.0,0.0,1269.0,0,0,2,0,2,1,GD,6,TYP,1,TA,ATTCHD,ATTCHD,2,430.0,ATTCHD,ATTCHD,Y,146.0,20.0,0.0,0.0,144.0,NA,NA,0,4,2010,WD,NORMAL,192000,True,False
387,50,RL,58.0,8410.0,PAVE,NA,REG,LVL,ALLPUB,FR2,GTL,EDWARDS,FEEDR,NORM,1FAM,1.5FIN,5,3,1910,1996,GAMBREL,COMPSHG,WD SDNG,VINYLSD,None,0.0,TA,FA,PCONC,TA,TA,TA,UNF,0.0,TA,0.0,658.0,658.0,GASA,TA,Y,SBRKR,658.0,526.0,0.0,1184.0,0,0,1,0,5,1,TA,8,TYP,0,NA,NA,NA,0,0.0,NA,NA,N,0.0,151.0,0.0,0.0,0.0,NA,NA,0,5,2006,WD,ADJLAND,81000,False,False
388,80,RL,72.0,7200.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,SLVL,6,6,1976,1976,HIP,COMPSHG,METALSD,METALSD,BRKFACE,255.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,631.0,TA,0.0,410.0,1041.0,GASA,EX,Y,SBRKR,1125.0,0.0,0.0,1125.0,1,0,1,0,3,1,TA,6,TYP,1,FA,DETCHD,DETCHD,1,352.0,DETCHD,DETCHD,Y,296.0,0.0,0.0,0.0,0.0,NA,NA,0,10,2009,WD,ABNORML,125000,True,False
389,20,RL,93.0,9382.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,1999,2000,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,125.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,1468.0,1468.0,GASA,EX,Y,SBRKR,1479.0,0.0,0.0,1479.0,0,0,2,0,3,1,GD,6,TYP,0,NA,ATTCHD,ATTCHD,2,577.0,ATTCHD,ATTCHD,Y,120.0,25.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,191000,True,False
390,60,RL,96.0,12474.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,1FAM,2STORY,10,5,2007,2008,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,272.0,EX,TA,PCONC,EX,TA,EX,GLQ,1280.0,TA,0.0,402.0,1682.0,GASA,EX,Y,SBRKR,1742.0,590.0,0.0,2332.0,1,0,2,1,3,1,EX,9,TYP,1,EX,BUILTIN,BUILTIN,3,846.0,BUILTIN,BUILTIN,Y,196.0,134.0,0.0,0.0,0.0,NA,NA,0,8,2008,NEW,PARTIAL,426000,True,False
391,50,RL,50.0,8405.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1.5FIN,5,8,1900,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,BRKTIL,TA,GD,TA,REC,241.0,GD,391.0,229.0,861.0,GASA,EX,Y,SBRKR,961.0,406.0,0.0,1367.0,1,0,1,0,4,1,TA,7,TYP,0,NA,DETCHD,DETCHD,1,384.0,DETCHD,DETCHD,Y,0.0,130.0,112.0,0.0,0.0,NA,NA,0,4,2008,WD,NORMAL,119000,True,False
392,60,RL,71.0,12209.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,MITCHEL,NORM,NORM,1FAM,2STORY,6,5,2001,2002,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,PCONC,EX,TA,EX,ALQ,690.0,TA,0.0,114.0,804.0,GASA,EX,Y,SBRKR,804.0,1157.0,0.0,1961.0,1,0,2,1,3,1,GD,7,TYP,1,TA,BUILTIN,BUILTIN,2,560.0,BUILTIN,BUILTIN,Y,125.0,192.0,0.0,0.0,0.0,NA,NA,0,6,2009,WD,NORMAL,215000,True,False
393,20,RL,0.0,8339.0,PAVE,SHED,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1959,1959,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,SLAB,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GASA,TA,Y,SBRKR,882.0,0.0,0.0,882.0,0,0,1,0,3,1,TA,5,TYP,0,NA,ATTCHD,ATTCHD,1,294.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,SHED,SHED,1200,7,2007,WD,NORMAL,106500,True,False
394,30,RL,0.0,7446.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,BRKSIDE,FEEDR,NORM,1FAM,1STORY,4,5,1941,1950,GABLE,COMPSHG,WDSHING,WD SHNG,None,0.0,TA,TA,CBLOCK,TA,TA,TA,REC,266.0,TA,0.0,522.0,788.0,GASA,TA,Y,FUSEA,788.0,0.0,0.0,788.0,0,0,1,0,2,1,TA,4,TYP,2,TA,NA,NA,0,0.0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,4,2006,WD,ABNORML,100000,False,False
395,50,RL,60.0,10134.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,5,6,1940,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,735.0,735.0,GASA,GD,Y,FUSEA,735.0,299.0,0.0,1034.0,0,0,1,0,2,1,TA,5,TYP,0,NA,DETCHD,DETCHD,1,240.0,DETCHD,DETCHD,Y,0.0,39.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,109000,True,False
396,20,RL,68.0,9571.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,5,6,1956,1956,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,739.0,TA,0.0,405.0,1144.0,GASA,TA,Y,SBRKR,1144.0,0.0,0.0,1144.0,1,0,1,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,1,596.0,ATTCHD,ATTCHD,Y,44.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2010,WD,NORMAL,129000,True,False
397,20,RL,60.0,7200.0,PAVE,NA,REG,LOW,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,5,1972,1972,HIP,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,REC,777.0,TA,0.0,117.0,894.0,GASA,TA,Y,SBRKR,894.0,0.0,0.0,894.0,0,0,1,0,2,1,TA,6,TYP,0,NA,DETCHD,DETCHD,2,600.0,DETCHD,DETCHD,Y,215.0,0.0,0.0,0.0,0.0,NA,NA,0,9,2009,WD,NORMAL,123000,True,False
398,60,RL,69.0,7590.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,POSN,NORM,1FAM,2STORY,5,5,1962,1962,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,288.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,540.0,TA,0.0,324.0,864.0,GASA,TA,Y,SBRKR,876.0,936.0,0.0,1812.0,0,0,2,0,4,1,TA,8,TYP,1,TA,ATTCHD,ATTCHD,1,264.0,ATTCHD,ATTCHD,Y,0.0,168.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,169500,True,False
399,30,RM,60.0,8967.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,IDOTRR,NORM,NORM,1FAM,1STORY,5,2,1920,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,FA,BRKTIL,FA,PO,FA,UNF,0.0,PO,0.0,961.0,961.0,GASA,GD,Y,MIX,1077.0,0.0,0.0,1077.0,0,0,1,0,2,1,TA,6,MAJ2,0,NA,DETCHD,DETCHD,1,338.0,DETCHD,DETCHD,N,0.0,0.0,0.0,0.0,0.0,NA,NA,0,11,2007,WD,ABNORML,67000,True,False
400,60,FV,65.0,8125.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,2STORY,7,5,2006,2007,GABLE,COMPSHG,CEMNTBD,CMENTBD,STONE,100.0,GD,TA,PCONC,GD,TA,GD,GLQ,812.0,TA,0.0,280.0,1092.0,GASA,EX,Y,SBRKR,1112.0,438.0,0.0,1550.0,1,0,2,0,2,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,2,438.0,ATTCHD,ATTCHD,Y,0.0,168.0,0.0,0.0,0.0,NA,NA,0,10,2009,WD,NORMAL,241000,True,False
401,120,RL,38.0,14963.0,PAVE,NA,IR2,LVL,ALLPUB,INSIDE,GTL,VEENKER,NORM,NORM,TWNHSE,1STORY,8,5,1996,1996,GABLE,COMPSHG,BRKFACE,BRKFACE,None,0.0,GD,TA,PCONC,GD,TA,GD,GLQ,786.0,TA,0.0,474.0,1260.0,GASA,EX,Y,SBRKR,1288.0,0.0,0.0,1288.0,1,0,1,1,1,1,EX,4,TYP,2,GD,ATTCHD,ATTCHD,2,500.0,ATTCHD,ATTCHD,Y,120.0,30.0,0.0,0.0,224.0,NA,NA,0,12,2008,WD,NORMAL,245500,True,False
